,close,feeGrowthGlobal0X128,feeGrowthGlobal1X128,feesUSD,high,liquidity,low,open,periodStartUnix,sqrtPrice,tick,token0Price,token1Price,tvlUSD,txCount,volumeToken0,volumeToken1,volumeUSD,pool.token0.symbol,pool.token1.symbol
10,2230.910643643679324007196779428706,893188009475250118107536717456922,357643559763940614156915518611737222977369,0,2250.753778022886885407781813481386,17440042177230606350,2226.854581602226759784698194544596,2242.260905253840450682205931476667,1627340400,1677407173599775337214861427828710,199218,2230.910643643679324007196779428706,0.0004482474467765907674998223305114876,288679039.8950888563222081100410245,47,0,0,0,USDC,WETH
11,2241.566070874396844126430531238873,892989839304450391154346583570293,357503533840160194783697072529280806661776,0,2245.661486214089513041390871981117,17200939418318634555,2224.037155000003323216587488610917,2237.009930116468097395216882850549,1627336800,1673415593419354330973459461487744,199170,2241.566070874396844126430531238873,0.0004461166739599680807879217049957516,288917621.1133830241012563462813034,73,0,0,0,USDC,WETH
12,2237.009930116468097395216882850549,892687596479370233292403732926313,357382719693019284269140110104049489705325,0,2259.696017089527249476867196356642,17165892125618889194,2216.153688441994423410142458123828,2259.612491828519471525682866339881,1627333200,1675118857831597813505966825584623,199191,2237.009930116468097395216882850549,0.0004470252843034701306174438501365288,288578366.3041768544686961313322013,96,0,0,0,USDC,WETH
13,2257.970687552872714148727847227489,892258687472800051552589849008665,357115093117367114829174131035106153438396,0,2356.078038591194009346112322842561,18471060209251146533,2246.846773628593474577586013149367,2356.078038591194009346112322842561,1627329600,1667325659639850956235697566133834,199097,2257.970687552872714148727847227489,0.0004428755455119627047322703943916147,289542721.5181166705994645471782629,178,0,0,0,USDC,WETH
14,2370.374658118376031696998026849532,891753068924020639047617571318124,356358618879723694953923373210268443807210,0,2418.219772624612011864787519106268,19032709575966908316,2370.374658118376031696998026849532,2378.257622747391764080519931015991,1627326000,1627312970635625901014688187920738,198612,2370.374658118376031696998026849532,0.000421874236874354991506838198630583,298325075.3051633492157924367242869,100,0,0,0,USDC,WETH
15,2378.257622747391764080519931015991,891328829644358733630979989212837,356146816221849203807834661492609718725020,0,2378.257622747391764080519931015991,18812749196636092293,2362.228990314595580199295600791891,2362.233840745382137841674451338152,1627322400,1624613789085263438525914750395613,198578,2378.257622747391764080519931015991,0.0004204758939634083846351926317843173,298680401.7451405858182494972834944,44,0,0,0,USDC,WETH
16,2362.233840745382137841674451338152,891160276766415678558276184369234,356146794593060591045570989699226944250968,0,2368.302647038965522324490389555865,19273425289795849361,2360.324750607507401291228872866,2368.302647038965522324490389555865,1627318800,1630114611916330772537629094980240,198646,2362.233840745382137841674451338152,0.0004233281154267347149318347551757249,298159993.5481246335769798778256095,37,0,0,0,USDC,WETH
17,2368.302647038965522324490389555865,891140120589830521863996071922872,356111259955106048214037899240995962560459,0,2375.580088169463875927083730834444,19273493991967322948,2346.194258122671679663955079264455,2346.194258122671679663955079264455,1627315200,1628024677253494732269698076014620,198620,2368.302647038965522324490389555865,0.000422243331632583809730844487155727,298622743.1002909382864538322203207,64,0,0,0,USDC,WETH
18,2346.209346553087586451753393318806,890829146078275294060408959506857,356078360921425754062956320843391099812892,0,2346.236320212723852560785817593027,19261410079074686984,2332.987672619349426331265536997727,2332.987672619349426331265536997727,1627311600,1635671940219624672648410817461948,198714,2346.209346553087586451753393318806,0.0004262194255892557196394297607062709,298167330.8633385059910582480517492,19,0,0,0,USDC,WETH
19,2333.021926312757017235717601825888,890688917797484903421761220071643,356078083787297750457102331197685185852414,0,2345.021801133737636799988901062753,19675601877816529324,2330.776435860535447923596563965253,2330.776435860535447923596563965253,1627308000,1640288248643676651215410442080663,198770,2333.021926312757017235717601825888,0.0004286286334138564744511794224098905,297240011.2062684757932475065633612,35,0,0,0,USDC,WETH
20,2330.255536534512413702290700495717,890532560540571374065707169560749,356023775935346485383947042424654871017537,0,2347.036117864609472209648822147724,20480040274273471614,2311.416621711892549444590733262801,2347.036117864609472209648822147724,1627304400,1641261603418141243952824094517353,198782,2330.255536534512413702290700495717,0.0004291374848473359391963784463147894,296817527.1255464488011069552688493,75,0,0,0,USDC,WETH
21,2352.802696233825548714629862078491,890276648846936063874585479070455,355808068491684436857819428106351687637657,0,2353.874081123089682625427876381913,19276252626723971391,2336.879868246339062258888540266497,2346.033075207571009872121552087382,1627300800,1633378479067483833379186165246333,198686,2352.802696233825548714629862078491,0.0004250250144649690986138198076285051,298104473.8411618363898837737314736,49,0,0,0,USDC,WETH
22,2346.033075207571009872121552087382,890096997290513706816140938334761,355765462644802897507844235609450268211547,0,2350.118905270532565535371001196683,17800243977115994657,2346.033075207571009872121552087382,2350.118905270532565535371001196683,1627297200,1635733387920669545451791134757341,198715,2346.033075207571009872121552087382,0.0004262514499764768048161156497021001,295476279.8947694840094577265351655,17,0,0,0,USDC,WETH
23,2350.118905270532565535371001196683,890088169277820522351649936887703,355747078313867824144349629353311899862233,0,2350.118905270532565535371001196683,17863795076717352210,2341.654881681339046225318227240029,2341.654881681339046225318227240029,1627293600,1634310856488021344957099448235282,198697,2350.118905270532565535371001196683,0.0004255103849244962283746374029565837,296219626.7172644001875898813290915,32,0,0,0,USDC,WETH
24,2341.654881681339046225318227240029,890007149606962671727832707233144,355746915572416265211068989395197771173007,0,2341.667198612903114225434412954958,18000179044697507231,2330.03020963209668787899493045041,2330.03020963209668787899493045041,1627290000,1637261839662082274827076810251933,198734,2341.654881681339046225318227240029,0.0004270484125662389793853155471515027,295430549.8953093861582236099133737,63,0,0,0,USDC,WETH
25,2330.03020963209668787899493045041,889883880527885309490548935447032,355746859924099992436409408066029403716389,0,2330.03020963209668787899493045041,18658634846050219361,2312.897424682838850972645613127333,2328.911017533363217649309473165018,1627286400,1641340961070057625765444087115934,198783,2330.03020963209668787899493045041,0.0004291789848329461659695697654009557,294769986.401235407808275824141341,70,0,0,0,USDC,WETH
26,2328.911017533363217649309473165018,889699295864465581412559572926338,355672441530997571909581067247413156225917,0,2365.669500126458609358574592231191,18626122054608293323,2320.44856122592247565652933076327,2355.569782153704438334683669700725,1627282800,1641735298848051622295460116768476,198788,2328.911017533363217649309473165018,0.0004293852330430114112397969882940511,295247802.353822810240133684210979,86,0,0,0,USDC,WETH
27,2355.569782153704438334683669700725,889502900013867556339136622157975,355468252793645557069841729857180665891399,0,2381.76190254911413401216334203347,17553777108891944134,2341.464167671947614949262352421558,2341.464167671947614949262352421558,1627279200,1632418832970972796375019821792986,198674,2355.569782153704438334683669700725,0.000424525737923882277877596137311075,295440142.7191169515258803531538998,136,0,0,0,USDC,WETH
28,2341.188480634432898582170222012715,889073196026317519581615116722307,355351103683542674445251753954450654540489,0,2341.188480634432898582170222012715,17498861168171927299,2330.61701536025465260717193660617,2334.540219536091003854744120494618,1627275600,1637424915513282200061117356386648,198736,2341.188480634432898582170222012715,0.0004271334872316698156716119346245916,294508749.3694693340573817819950588,50,0,0,0,USDC,WETH
29,2334.540219536091003854744120494618,888961493792866025023059833964803,355332314309772926892909415060795291424568,0,2334.751872761220767033373245799726,17528819058438057837,2311.063575696288110278135449298923,2311.063575696288110278135449298923,1627272000,1639754772380566722778883691431890,198764,2334.540219536091003854744120494618,0.0004283498701935901358257426221071531,294305547.3139375880487709755739578,87,0,0,0,USDC,WETH
30,2310.583991610973715453230571605381,888701279629847464877068585865444,355332314309772926892909415060795291424568,0,2310.583991610973715453230571605381,16861588046524851955,2304.480194172361896028925177668335,2310.26571512097235228829856343827,1627268400,1648233374204700783543847617986211,198867,2310.583991610973715453230571605381,0.0004327910189072092740745874009871501,294744698.8207900275784212047670637,44,0,0,0,USDC,WETH
31,2310.26571512097235228829856343827,888639708411511815267393093182583,355305590292360317776271958077985916640976,0,2313.566471924434377116136915042113,16795980687234485744,2298.109426499033734234858569669542,2313.350517296120379571415617644975,1627264800,1648346905705218242874080877814010,198868,2310.26571512097235228829856343827,0.0004328506428740544416303314166162962,294781406.2836719727830381183625011,104,0,0,0,USDC,WETH
32,2311.272833921130871979156363097709,888464362485266023012843133432396,355225025012451883567828210736923935855196,0,2317.045262901733865085571547736539,16713544657703544439,2258.181597982950514277122483935767,2258.181597982950514277122483935767,1627261200,1647987739531765769006477514401423,198864,2311.272833921130871979156363097709,0.0004326620316405811557092957617711298,288528835.7012263353250555655306715,170,0,0,0,USDC,WETH
33,2258.181597982950514277122483935767,887270996612208416868522874296369,354952427596195514612974314107589862968797,0,2258.220338983050843582665103166233,17329647792101589596,2179.323415000002620628507817241121,2179.323415000002620628507817241121,1627257600,1667247795090852106397382400575593,199097,2258.181597982950514277122483935767,0.0004428341816677712981070651763423159,285639458.3222819483836824745418498,99,0,0,0,USDC,WETH
34,2189.553611845606460109741532566917,886412964918728490595890162781187,354901072763557541312368597562087921196408,0,2189.553611845606460109741532566917,21559340118204003879,2162.42814721494797209521830383314,2162.42814721494797209521830383314,1627254000,1693174783931545188031121960512282,199405,2189.553611845606460109741532566917,0.0004567140966953010630856246545194415,278033561.5208901361098646285712008,73,0,0,0,USDC,WETH
35,2162.42814721494797209521830383314,886115620028942340072403049924128,354901062988462150994368274360131849854440,0,2163.111134515102854014689617781137,16191778696432786221,2162.015037230513972031579104321058,2162.015037230513972031579104321058,1627250400,1703761267141493506610987628920829,199530,2162.42814721494797209521830383314,0.0004624431111331621004156875395624268,276200236.0274057982179255541777161,14,0,0,0,USDC,WETH
36,2162.748560778517989091128030851895,886103553002647592510107460742470,354893860100440144243428766606705665398671,0,2162.748560778517989091128030851895,16189930260438324763,2153.311304022446288525070613809174,2153.315528383207063318621647943316,1627246800,1703635055419590058567850411337773,199528,2162.748560778517989091128030851895,0.0004623745996807104827986837018425818,276181820.7937950702082475554416651,36,0,0,0,USDC,WETH
37,2153.315528383207063318621647943316,885999548331574243412434864356468,354893838406656510595821051908077893184226,0,2156.102904458925059304629338408388,16637161425415394164,2153.315528383207063318621647943316,2156.102904458925059304629338408388,1627243200,1707362535890023910540982824350478,199572,2153.315528383207063318621647943316,0.0004644001247466221736134925436840332,275494243.2254432492420593267431181,10,0,0,0,USDC,WETH
38,2156.10779673975641901377800193805,885999548331574243412434864356468,354879545927900167132271782795781512575749,0,2156.818338431166234619155907855342,16306309671981550778,2155.519241395684433060164163452735,2156.818338431166234619155907855342,1627239600,1706256617415044862541562014635364,199559,2156.10779673975641901377800193805,0.0004637987031595065630974088920946819,275629408.529648668327767380244285,23,0,0,0,USDC,WETH
39,2157.257331899292521151137399958953,885993058741565147945373376992748,354870539714333588068939625712659228023632,0,2157.280815623699531284837931409372,16236803267403172263,2146.774100550771006890671917903509,2146.774100550771006890671917903509,1627236000,1705801951366161919019875641725985,199554,2157.257331899292521151137399958953,0.0004635515592938465019679637941346776,273954602.2329202093182064794249047,34,0,0,0,USDC,WETH
40,2145.578362294521204975192942727173,885863892418503479178007886017768,354870539708023218564466200706107269894245,0,2145.601418478039946066139621443151,16480927637660623150,2129.691763401185555888509507144553,2129.691763401185555888509507144553,1627232400,1710438223988495547323152260241588,199608,2145.578362294521204975192942727173,0.0004660747971612565549966606553123111,272633745.1648106263978751732395627,35,0,0,0,USDC,WETH
41,2129.691763401185555888509507144553,885687723572636396008854133472162,354870420939079309653299053994955903172395,0,2137.390830171120832474687321966307,16129498812774080829,2129.691763401185555888509507144553,2137.390830171120832474687321966307,1627228800,1716805943425088441513644753569637,199682,2129.691763401185555888509507144553,0.0004695515178229210784170732728491223,271611413.8208369682268976112576357,33,0,0,0,USDC,WETH
42,2137.390830171120832474687321966307,885687118774260234381374451409521,354830140773570270451477045999215494130707,0,2137.390830171120832474687321966307,16869250457654923224,2115.441672491070485165898867174976,2115.441672491070485165898867174976,1627225200,1713711112146011282314034199484367,199646,2137.390830171120832474687321966307,0.0004678601526141755652628714699683523,272124077.6175220963451471996957387,46,0,0,0,USDC,WETH
43,2115.089407983836777116385904839416,885430342437498301902063621687520,354830140773570270451477045999215494130707,0,2132.949154528150267357457391184631,16410098348662457598,2114.265819533803439749762121156546,2132.949154528150267357457391184631,1627221600,1722722073979717287287232224411864,199751,2115.089407983836777116385904839416,0.0004727932522499029330461211228239972,269872919.2576219528072959626728008,88,0,0,0,USDC,WETH
44,2132.949154528150267357457391184631,885430073210061500918648287869687,354732271866486610120710847311383111517932,0,2150.731608518023842448994097657524,16589248491340360203,2132.248591504679588117364529481523,2150.731608518023842448994097657524,1627218000,1715494509165573921930158963062831,199667,2132.949154528150267357457391184631,0.0004688344294926333582526105942241348,270622650.6740380486666628839678407,29,0,0,0,USDC,WETH
45,2150.731608518023842448994097657524,885422306659544320347172327036545,354635314752262458590035679356747849229107,0,2157.095731926034420272724231285322,16179001544635448922,2150.731608518023842448994097657524,2157.095731926034420272724231285322,1627214400,1708387852969368890649430025738197,199584,2150.731608518023842448994097657524,0.0004649580617309366470632646239763713,272140099.5910052184123912268310474,31,0,0,0,USDC,WETH
46,2162.299315482426494822810276423217,885422306659544320347172327036545,354577649401778969273248822646925463078819,0,2167.360501640020996610599640038928,16179751796944048364,2162.299315482426494822810276423217,2167.360501640020996610599640038928,1627210800,1703812022197672591021382900083619,199530,2162.299315482426494822810276423217,0.0004624706639084755473144365261088768,272938266.556853033377132972609498,27,0,0,0,USDC,WETH
47,2167.360501640020996610599640038928,885422306659544320347172327036545,354551924569071243510698293002668470453609,0,2177.25778476268257201605847276694,16176004442754992380,2167.360501640020996610599640038928,2169.94815201955144156900280745576,1627207200,1701821501941287183204997792236314,199507,2167.360501640020996610599640038928,0.0004613907096873406839663709298188997,273275140.6572800037948246997408154,52,0,0,0,USDC,WETH
48,2169.946827994254913551266503881825,885341806034902739311064766155794,354501801235466475905348087527463212696565,0,2170.613294763538390758645499715631,15999621149684838116,2168.720434596545231184774775941499,2170.610728474614453291026287232325,1627203600,1700807012084683135499994994614078,199495,2169.946827994254913551266503881825,0.0004608407851745976377214392670497954,273146684.5666044247416320780044286,26,0,0,0,USDC,WETH
49,2170.610728474614453291026287232325,885328347691478043906070655052730,354492212429186002143818939349511496988381,0,2179.999549768472174665438517167249,15993926275007830211,2170.610728474614453291026287232325,2179.999549768472174665438517167249,1627200000,1700546888762681896089399581680338,199492,2170.610728474614453291026287232325,0.0004606998329464375524153676811878207,273241041.5749787455619436842646685,41,0,0,0,USDC,WETH
50,2179.999549768472174665438517167249,885328347691478043906070655052730,354444835424064728843575547591291385470945,0,2179.999549768472174665438517167249,16100297499204547697,2164.787853161728754325549315486791,2164.787853161728754325549315486791,1627196400,1696880980049019094772475165957084,199449,2179.999549768472174665438517167249,0.0004587156910680121224794827942022614,273704169.1908144469180696794489317,40,0,0,0,USDC,WETH
51,2164.139289540036347719296755494529,885154122990467466159810110418796,354444835424064728843575547591291385470945,0,2164.139289540036347719296755494529,16088345595308166846,2161.198613559353922405658430952286,2161.198613559353922405658430952286,1627192800,1703087568701405841756164216888127,199522,2164.139289540036347719296755494529,0.0004620774664705333449744820777193992,272538152.4232791211231548838166029,19,0,0,0,USDC,WETH
52,2161.198613559353922405658430952286,885121749634427137280431404075059,354444835424064728843575547591291385470945,0,2169.478013349233400925223505465857,16079118878510984530,2161.198613559353922405658430952286,2167.3269248600077983411960825351,1627189200,1704245844067104494900006822880957,199536,2161.198613559353922405658430952286,0.0004627062009599686299500788687426122,272250812.6654125125964618854964554,18,0,0,0,USDC,WETH
53,2167.3269248600077983411960825351,885098100029547552602378331080508,354402767919425872535985702514423146312493,0,2167.3269248600077983411960825351,16078743926460086932,2155.062138539649284653713809935856,2160.576833933945673890420212847134,1627185600,1701834684416027221356279647780534,199507,2167.3269248600077983411960825351,0.0004613978576695770537413590885163657,272634169.9230911973538808447244483,46,0,0,0,USDC,WETH
54,2161.130216171359337376620947933732,884962477224218089964061588615931,354370679785165513404525661227253337246429,0,2166.634397126992426157096798762827,16067452561545973468,2160.838685775974231863386251872124,2160.838685775974231863386251872124,1627182000,1704272812604465437212528573526244,199536,2161.130216171359337376620947933732,0.0004627208451009453021285006880137851,272109274.9267458705441524065854816,51,0,0,0,USDC,WETH
55,2160.470468561929907554702141581061,884890384205591360469643074885837,354343529384736412066964186200175578854401,0,2160.470468561929907554702141581061,16026868529828142696,2146.799776952666571952531409187963,2146.811641771931066272991575826278,1627178400,1704533011506519782213329680394187,199539,2160.470468561929907554702141581061,0.0004628621471811314369810380926550518,271736663.8088137219110019116398163,44,0,0,0,USDC,WETH
56,2146.811641771931066272991575826278,884743819918052163997409208280911,354343468317599293267670429977424659730011,0,2155.429253562324837750279901173853,16127817706917520020,2146.811641771931066272991575826278,2151.392237745120009075868038377041,1627174800,1709946855449479987438061657160892,199602,2146.811641771931066272991575826278,0.0004658070510436686543057472838790035,270941311.1270969041752031561094982,46,0,0,0,USDC,WETH
57,2151.392237745120009075868038377041,884699281723643808774043236028162,354299247530552340611826994927938634640353,0,2187.342574478750626515776753104074,16125803261196370110,2151.392237745120009075868038377041,2182.315762950754657385623601201618,1627171200,1708125535019812769486053055352424,199581,2151.392237745120009075868038377041,0.0004648152867968430943461352967372827,271162097.1379212243656856540626134,105,0,0,0,USDC,WETH
58,2181.572804476577713646176345879717,884635984463513583326537469766341,354117041511807777056155254105087045514246,0,2181.572804476577713646176345879717,15453156002458823947,2165.788974783555671689290190541873,2166.107437576972775410098377501792,1627167600,1696269011595932477246094095247105,199442,2181.572804476577713646176345879717,0.000458384885412948143508270761756618,273051647.1329789214664962661377728,50,0,0,0,USDC,WETH
59,2166.110029830973229897184367773305,884460163448221587955203081926462,354115410930127987467940639446996214221570,0,2166.110029830973229897184367773305,15509506402782756171,2161.020372882045445965355604843836,2166.066213275573393621991214045911,1627164000,1702312652608192568878961261933023,199513,2166.110029830973229897184367773305,0.0004616570655360625437308484894231436,272192292.5155792039395306524740615,30,0,0,0,USDC,WETH
60,2166.741209615422683643317786507095,884406644147133439650278111997006,354086314106863833448306759158285683171480,0,2166.741209615422683643317786507095,15487100749705519063,2145.518832563992757699613089496514,2145.528147158536501846750763161501,1627160400,1702064689540727979349021632744004,199510,2166.741209615422683643317786507095,0.0004615225831134171839800664522945908,272134106.2318235339526599439564197,39,0,0,0,USDC,WETH
61,2144.591713734778487321268389542064,884154756330361150884186358408036,354086266122516684599678796070159944723927,0,2150.537011811380598141713632952268,15857562859161922095,2140.025743596915283580916063806053,2147.680078288001369072278407378986,1627156800,1710831633918942147441179182367989,199613,2144.591713734778487321268389542064,0.0004662892212049598232261784912701191,270590795.5061437852865878488647415,47,0,0,0,USDC,WETH
62,2146.951859332045335271991819531439,884072204817445975257096957595389,353999806905486901383569193659859355115275,0,2175.956841672511544656238944153788,15802191441846002624,2146.951859332045335271991819531439,2175.956841672511544656238944153788,1627153200,1709891016169749120172277666093322,199602,2146.951859332045335271991819531439,0.0004657766291560527454798511464853941,271204864.8452883665837283346995994,45,0,0,0,USDC,WETH
63,2176.74544587936939780629111382524,884072204817445975257096957595389,353880356108983366257841851477519260206131,0,2187.709401569494023250006664424593,15333615184108634512,2176.74544587936939780629111382524,2187.586489215829983396699652967157,1627149600,1698148874016143168357246963074755,199464,2176.74544587936939780629111382524,0.000459401443514226087775529555633068,270784132.61951402013651119918644,32,0,0,0,USDC,WETH
64,2189.754484236566494590738583252287,884070781468530501183292675872086,353814418291206392287570642524850157113285,0,2217.497452618678648584160608807847,20718583515653193351,2184.356511779957854500465838716154,2184.356511779957854500465838716154,1627146000,1693097122287322293133792193789246,199404,2189.754484236566494590738583252287,0.0004566722010155576227735275205797262,271396972.5690928232978524791570686,54,0,0,0,USDC,WETH
65,2184.08510099655369030471380774083,883645537016806328000582303985013,353649561686413771991698849224712449660091,0,2184.08510099655369030471380774083,20565904009191924536,2157.314560650372203008083677592643,2157.314560650372203008083677592643,1627142400,1695293143732481652243016536038815,199430,2184.08510099655369030471380774083,0.0004578576171522438855486027198074831,271020861.7550620355565183256542567,43,0,0,0,USDC,WETH
66,2159.821694141096556295261089571988,883351335990586063063735191898390,353623970399904911330954756425808320546084,0,2166.347235015281604432534436342244,14848506192460811429,2159.821694141096556295261089571988,2162.790433595703691722491465043705,1627138800,1704788998930740861808180100104178,199542,2159.821694141096556295261089571988,0.0004630011832516912053400993646612613,270179237.3664746774093013192373815,34,0,0,0,USDC,WETH
67,2163.48102759006555250710201342031,883312197010820413817527941660528,353600025328414307480102471513414718088248,0,2163.48102759006555250710201342031,14806815761644126928,2154.126053743216670533094738342198,2161.009052286760304588095704603866,1627135200,1703346640185667449265359903250995,199525,2163.48102759006555250710201342031,0.0004622180584194515545340007101772038,270288144.9464619159199092007245729,49,0,0,0,USDC,WETH
68,2161.726555076397511132630534320336,883209117625994678999481815219924,353561208172353157732095453211435671761253,0,2162.380023779704170263598404810635,14793976893112368205,2152.795561002039111985282200363138,2152.795561002039111985282200363138,1627131600,1704037724063404463287506128443020,199533,2161.726555076397511132630534320336,0.0004625931978546005468379066080899101,270105038.8470941407568173101147971,50,0,0,0,USDC,WETH
69,2152.795561002039111985282200363138,883103479825284466984337284430440,353557880345257547350079608713520828320908,0,2152.795561002039111985282200363138,15496332978774991832,2147.781705005302942489401248975649,2147.781705005302942489401248975649,1627128000,1707568714136306788367938908847631,199574,2152.795561002039111985282200363138,0.0004645122918845765900472828297982227,270393169.636037963222819423296735,26,0,0,0,USDC,WETH
70,2147.800936099080227741008739768336,883047859371942170004909984869025,353557781432705592587872772607448010416718,0,2159.150135726654078808574706835786,15492013361325391863,2143.26342160596791639802023502452,2151.361762957060482073570396744828,1627124400,1709553002477334926122396885649798,199598,2147.800936099080227741008739768336,0.0004655924965822200337304112273447948,270012822.9474849873107675974274575,53,0,0,0,USDC,WETH
71,2151.361762957060482073570396744828,882912067662823863339658193874641,353476256165378759621883305787823965276517,0,2151.361762957060482073570396744828,15438819515605797111,2135.400137319263039444402740211202,2135.400137319263039444402740211202,1627120800,1708137633073290556176864044714334,199581,2151.361762957060482073570396744828,0.0004648218710671391750794466324940192,270230389.3194576713119898563771995,57,0,0,0,USDC,WETH
72,2135.400137319263039444402740211202,882735526548303298126763434133037,353476240534845675776393963974901968889273,0,2135.400137319263039444402740211202,16351839122413937702,2123.463156955739571741421159458174,2123.463156955739571741421159458174,1627117200,1714509716046779661024960017859878,199656,2135.400137319263039444402740211202,0.0004682963078083244954894009776169196,269223580.2974791099283640816589446,36,0,0,0,USDC,WETH
73,2123.463156955739571741421159458174,882603092821678884540883819357761,353476240534845675776393963974901968889273,0,2134.613651223413028038333493456,16011145089595265127,2123.463156955739571741421159458174,2134.613651223413028038333493456,1627113600,1719321993332772709459363318936103,199712,2123.463156955739571741421159458174,0.0004709288205563358927998254189273271,267890479.0580691930433776555600428,34,0,0,0,USDC,WETH
74,2134.613651223413028038333493456,882603092821678884540883819357761,353417975387628983218379098071328435354777,0,2136.251079340216710809339941198662,16320139280316136798,2134.613651223413028038333493456,2136.228541261937934694806861724095,1627110000,1714825537570013379963190678468488,199659,2134.613651223413028038333493456,0.0004684688488836699357963896167073378,268794263.5190419622683674414936331,36,0,0,0,USDC,WETH
75,2136.228541261937934694806861724095,882602843174056530500409856802717,353409634699542527278105969443629308674871,0,2136.228541261937934694806861724095,16340741151672781304,2129.840463806127802451252306360811,2129.840463806127802451252306360811,1627106400,1714177250605398880424961135345648,199652,2136.228541261937934694806861724095,0.000468114708087023447442753118199469,270383275.4949776245296474598681841,22,0,0,0,USDC,WETH
76,2129.840463806127802451252306360811,882532031167451895020353686657582,353409634699542527278105969443629308674871,0,2134.809609026143024565306910786981,15490448954816493761,2129.840463806127802451252306360811,2134.809609026143024565306910786981,1627102800,1716746010721343865972332366325333,199682,2129.840463806127802451252306360811,0.000469518734850661861082852262300681,267775110.0659787080125416836496903,24,0,0,0,USDC,WETH
77,2135.574657107957208857116901072166,882532031167451895020353686657582,353379828170704851579848021782157616393283,0,2141.859459277731363994238668848154,16291162528011380570,2134.580896897666950641477996547151,2141.859459277731363994238668848154,1627099200,1714439659496517009835225956331879,199655,2135.574657107957208857116901072166,0.000468258038496402783046802169764028,268923504.6192272841320179383665976,59,0,0,0,USDC,WETH
