,amount0,amount1,amountUSD,id,sqrtPriceX96,tick,timestamp,transaction.blockNumber,transaction.gasPrice,transaction.gasUsed,transaction.timestamp
0,1685.106407,-0.758982925002697166,1682.577055177528500971562767982368,0xd6e4a636fde9e1e95ced4d0fcb7a10c6d9d0e3bba5a8f8f74a36d1644859bc12#146727,1683968274387083196451198826429933,199296,1627375226,12907143,17000000000,215110,1627375226
1,182282.111604,-82.119145633815561912,181988.8512060684911118916644373728,0x22de3712dc3b291259acc72ccc27767ee6eaaf516a9a72d45094f05af61fe4f2#146724,1683971665928123683914867073910701,199296,1627374010,12907044,1,1200000,1627374010
2,170784.144738,-76.971792400270306088,170510.5511393608701637807083772762,0xfb9641a355ba02c3a41ee34fb5b7532f5b7af7e1313e42364593219b93d0108f#146723,1684339372528251680417922950418094,199301,1627374003,12907043,20321384573,300000,1627374003
3,266777.484182,-120.298696551175646408,266334.8095356966372065654235031273,0xb8dc0e467f59c4d6a0d321e6c5ed9f971a221bebb2c36a4019fec5d924a29c4a#146722,1684684030718139210655881053238285,199305,1627373992,12907042,21054772407,300000,1627373992
4,186639.467974,-84.207589705707381026,186338.6963592056778746325562822818,0xaf8307f821ad65e91678c1058e7885fee66dad62a2f2813f092114aba23664f8#146721,1685222694684590014921396324201719,199311,1627373981,12907041,1,1200000,1627373981
5,197100,-88.968067974566844593,196781.1404847389876720494899552557,0xf743867dd682786511df1e6db5a80a8bbb25a38d35e48f655e254cf8bf815783#146720,1685599752754016744419593693559114,199315,1627373818,12907030,40000000000,2517632,1627373818
6,370748.254132,-167.464272553759034549,370110.0524679114448513977243921807,0xb559aa799640799d5cc80296eb49366280aee9a7d57dba2008ce046c73202329#146719,1685998067600455725966113711763266,199320,1627373789,12907029,29598272926,300000,1627373789
7,422310.750037,-190.936060461141545994,421570.7390491227527568445977445967,0xed1926681ac3b4cf9111bf91cbbc27e21b9cc1e82bc8df2bf91d23fd7300ea46#146718,1686747166680849947831156518305822,199329,1627373754,12907028,1,1200000,1627373754
8,248361.560489,-112.380096160446313019,247952.1495306652305210087466094403,0x0e0c7d3617a6074d26fadf624de14db5b1eaea8f92ba57fc7ea24349b3fa0fc2#146717,1687601259468071899749623949718245,199339,1627373722,12907026,24934489936,300000,1627373722
9,261672.25967,-118.475451409481726478,261238.8126969014019251289838883305,0xeddc193b2bab92a0901a3f5149d63609c77baec865a9c96bbffa3808f9a3fae4#146716,1688103956702560408566198881947240,199345,1627373721,12907025,1,1200000,1627373721
10,207682.1276,-94.083693221961678924,207344.8084299355950922577830212311,0xf8158868e5f9260b70d6cde721eaa2136668326e13bf523337a064eafc389783#146715,1688633919603582432736113068546710,199351,1627373651,12907018,1,1200000,1627373651
11,61809.353673,-28.009791426057349804,61714.3541578418327644099641366081,0xc395117d16e9a4bbde4f20a7901b0871c16307317a7e76627e56cb67bee4f415#146713,1689054773598275771723083664691198,199356,1627373604,12907011,1,1200000,1627373604
12,162504.299229,-73.660973071903929593,162244.7437022534734411489966029775,0xf7a26f70512234b08166e957fa3bf5eeb13298c3241ecd3c05d3a5fe9ac03bd6#146712,1689180068903613602454301666033383,199358,1627373483,12907000,1,1200000,1627373483
13,1374.738926,-0.623272911039413861,1372.675686592213150966607384482045,0x45310656eedce566aab047f63a7365b2db3b3f925cda40e5beffbda2cdc7bc61#146711,1689509574181683609640833153021325,199362,1627373448,12906998,19000000000,737101,1627373448
14,17370.710351,-7.875631241209120517,17344.47372455824813416786315573196,0x542b67a22c4f00d80fe8ca8bc8c853826203c10911d321ddefb34862e5dd1470#146709,1689512362248488878042011604458178,199362,1627373333,12906990,22000000000,382663,1627373333
15,9980.937339,-4.525362593975058028,9965.906319748844894434487929641325,0xf7f50566cc8b04de77ed6da0388e4fe739c014a054d21af5dc76191452429c03#146708,1689547592058168126853221447769644,199362,1627373330,12906989,20000000000,321770,1627373330
16,99.125,-0.044943874497268342,98.97630662012476186924605925909405,0x2dc2910197c851e5209377a150d6561817158c658d46221859aa144911b7ae3f#146707,1689567835218117151661461784633597,199362,1627373330,12906989,20000000000,355431,1627373330
17,85001.902688,-38.544314361352304381,84870.07609861884804422093336635155,0xbf9b4df0af4aeb4943425acb83d454811bf59a4f1f41180ab514a4941289a33f#146706,1689568036264115407887487338874764,199363,1627373261,12906985,1,1200000,1627373261
18,833.767536,-0.378112826896362762,832.5164683735025868196921807689465,0xdbb08df249572b8515b7100a796a9f10d78a020edfe242d291d6e76190826f21#146705,1689740455314421158739605966360633,199365,1627372851,12906964,15400000000,280791,1627372851
19,119639.578936,-54.264289855369782667,119451.5532085992796360543814159126,0x6e1f7736633dfdd613d18a1893439f66bf84a2c3a57e820fc20ce13a6c5b7660#146704,1689742146714452579777113987960245,199365,1627372752,12906955,1,1200000,1627372752
20,249720.890098,-113.314742312118736982,249309.0771685478272390803725154711,0x12a40020dc8983d87c416543bb348108e765dccc14edfd2bff1c189e5cba905a#146702,1689984885429030938969433305212583,199367,1627372665,12906953,1,1200000,1627372665
21,-117355.151515,53.581164349238893566,117540.0007822219781811692679133363,0xb96398b6d28a5495893251ab555b900c608e51681520e167a44e61c6303cf7b4#146697,1690490482236066694889214469050682,199373,1627371143,12906852,1,1200000,1627371143
22,-109.527006,0.05,109.6917984260020675487119275940035,0x9a1edfe5f285cc24b8918ff5739df9a2254938a065ddede53bb030fe195f1168#146696,1690252489233997218522776065714334,199371,1627371058,12906844,16100000000,276466,1627371058
23,-530114.874202,241.848066160171872327,531081.5082412163008512684472292075,0xda3140f9d5fb6dfaa7ee67e56326ab16d519240b4471b805b3b7d44453a36d2d#146695,1690252267147556059599925199042988,199371,1627371033,12906842,15000000000,967550,1627371033
24,3035.580239,-1.375720278500672596,3031.021377778940924316589069608407,0x28456c108ca0a9edbc0807936d1c185681ae1f37b1fe51469dba9ad9ed266e22#146694,1689178043621262453775441770135468,199358,1627370574,12906814,18000000000,290594,1627370574
25,2000,-0.90640236847229375,1996.997616610452349389707213172825,0x49f2fe7435672ff45513529f5a726ead7c9c46c8af6422c0899982ad95f82e8a#146693,1689184172584566011981692648546654,199358,1627370453,12906808,20000000000,276721,1627370453
26,104376.133722,-47.309798849730893648,104213.0778672102266389120786283242,0xdca1369d6f9dd82be3c2c54ca59a19e309b7f7f366f84fee34e3aa336bfef7bf#146688,1689195277672411445869902187699108,199358,1627370396,12906804,1,1200000,1627370396
27,3500,-1.586214572899814169,3494.742700599207404969021603975216,0xb3911357c77409a752f2acd07be72142e80b91d3102b98dfc02a7b3493734194#146689,1689188210692414999551896787522493,199358,1627370396,12906804,24000000000,293109,1627370396
28,623238.32812,-282.736538680552653734,622071.9895826396713450969506534635,0x4bd74154bd3d0163fb530a64c6252d6e25b28b4e6f1cbaafa0efba2192cb12ec#146687,1689406054579785164791074401257950,199361,1627370247,12906796,1,1200000,1627370247
29,113053.443638,-51.355592993669090102,112878.110226655132444713259220977,0xf5d84b6906be2ab2233ffecf22c6965e515e2e593784df4c690c8f0700de2e29#146681,1691070884311366955643052962175343,199380,1627369656,12906755,1,1200000,1627369656
30,210848.626259,-95.748222937611207402,210508.2342349920727632224154170994,0xc4d5ef72cc26b2cd6a97c29c266da606a9ff49f773a2aa66e251fa96c3cf9a36#146683,1690665716101786662933833380072481,199375,1627369656,12906755,12090961667,300000,1627369656
31,-15316.026264,7,15339.1761870230231660177283033944,0xecb6977cf1577b6b76c1d5c377703611ae1bc6b041a2d65e967442126ca2ae1a#146676,1691243535719139950094173093426855,199382,1627368901,12906688,18000000000,169784,1627368901
32,-59916.124027,27.382052647760709494,60007.90234592131462421626597357015,0x58598e39586a828ec96a23f67f2392f85277096baf108e08c2898c5c0139b8c3#146675,1691220030629425150250205526011287,199382,1627368901,12906688,1,1200000,1627368901
33,-81383.408545,37.187970934580836466,81508.8881781602439395342560526306,0xdf2d7e72972a25f8a961847657c5d41e0b449ddd8aad341cffc56ba2624c265a#146674,1691128085257416437666280029717868,199381,1627368856,12906685,517587790679,1200000,1627368856
34,-400717.286156,183.00500866571315,401417.0862861572162745610868704373,0x15520e2b5d0cd1cb8e6abe104a8143512a0cdd9a3df8b068cbec53e8b3ec3e4b#146673,1691002728066509452829239424774009,199379,1627368856,12906685,0,900000,1627368856
35,-229.858391,0.10492422,230.2042480672964140157888612229931,0x3537bca1a0448275e13c70884c3693a1f12824fbe462ea5354f72c5f29e5a8c2#146672,1690187619526205750330494006875632,199370,1627368774,12906676,18000000000,286402,1627368774
36,-599679.507882,273.540295228226151154,600798.672829266662423472158314223,0x63a643485a82e1f71ac53d7b08371d4fcfeeb22f170349ca1c2dbeb7bc877462#146670,1690187152191303660691733859508790,199370,1627368634,12906667,1,1200000,1627368634
37,-500959.83956,228.20776255707765,501864.824035709542114603134758682,0x2d84dfc0ba4b3d10bb72da17c9e7e63fd79dd0229ba4f63dd3d73353b5efe055#146669,1688968821383334308418313595890991,199355,1627368564,12906662,0,900000,1627368564
38,-114423.46251,52.086054084400162268,114603.5019391734475311385631792867,0xf46c95fb0aeea49436051c92566bb36b5fabe9fd12274ee52fe3a7608bb78098#146668,1687952398748018117491746279898307,199343,1627368531,12906661,1,1200000,1627368531
39,1930.003833,-0.873164714965979016,1927.106590023286582669607588248547,0xab8cb11101e9fc5ad7acf03ae30ae8c9a129485e7ee854dbf627342a276125a9#146657,1687720410827175826521566042713630,199341,1627367443,12906591,18000001561,636365,1627367443
40,135447.140912,-61.288601672562470229,135232.955169626236967407642192381,0x4bc1cfa97cf4b31aad77c6f4521792f9fa5bc8b1f426ddf8c1b0e347b2de21e7#146655,1687724334923338891425394937330421,199341,1627367370,12906589,1,1200000,1627367370
41,105552.836854,-47.775568144461008882,105387.8171272413223972793751291615,0x2f78465359ac5012613685402daafbc5b41b7763e5ead3cae405b88efe67debe#146654,1687999709017391828823971342143738,199344,1627367269,12906584,1,1200000,1627367269
42,41892.416981,-18.964810728309712168,41828.52434629133106307063745961223,0xe2218d040cc4f5dd170a0955906c68e9422195de09d856cb854181b28cb4ad4d#146652,1688214368080196569565163575889572,199346,1627367206,12906577,16875150001,1200000,1627367206
43,41728.57278,-18.892541344094679464,41664.93408699312754700818409400345,0xff4b81084d3d44bcf88ec19a1c8ffe7998a916cbbb4b48c7bee563619eb32bab#146651,1688299578624010443556257393004790,199347,1627367168,12906573,1,1200000,1627367168
44,69807.701786,-31.609567720262810264,69700.0632243503640301523219365906,0xafc32fe49c9fe2b3d255da3084af5acc2310d89808f2372aa65f7edf4e01651a#146650,1688384464455196373192670988417150,199348,1627367158,12906572,15000000001,1200000,1627367158
45,158900.709347,-71.971532104322678379,158647.1910785146264215905089723145,0x61bd4e0a7da27ce3bfcbe62d6162525aad370e6e6cc3f8f317a751984eb4edd3#146649,1688526488991784254739565160710604,199350,1627367157,12906571,12842997895,300000,1627367157
46,87668.521738,-39.719854693546885711,87532.4012619677046497946835544055,0xd5472cf3a1ba34d6d27370c91d5d4073c7388731f6bbe588dfd3a0ba35751799#146647,1688849863344293472841519481533446,199354,1627367138,12906570,15000000001,1200000,1627367138
47,31951.498007,-14.478307918589512436,31902.95732805953672574570798567527,0x364656c490b9a6e3faa919e26bd2359abaffd72fbf798ab0273f155f25698346#146646,1689028328381396417689192103177165,199356,1627367137,12906569,1,1200000,1627367137
48,86853.404844,-39.361863566041281865,86718.5896666073753420154903407505,0x1fb153ebe71165632ff17ee8b8ac0241dea060638ecd4a2f5332a40f2ef65585#146632,1689093380778486347831387344906730,199357,1627365666,12906439,1,1200000,1627365666
49,145752.219959,-66.073274034363303499,145520.8188282715842431338374836671,0x82f48375995988869bd611924806e88832dcdfcafa07e8372884f6ec4da04517#146631,1689270322857581248977471653262857,199359,1627365640,12906438,17505591417,300000,1627365640
50,233390.327378,-105.850313073294112368,233007.4853602255175081481452794331,0x1019973f84a9f1ce055a3058624f26ba9358dcbac45087435273469c8148785f#146630,1689567339853756544555908917009965,199362,1627365622,12906437,1,1200000,1627365622
51,81635.376211,-37.038446929418575344,81508.9142592549217635489237482887,0xa42336950ec0c01c2862777994268e45d25bb8b6c0c4edd9b776998ba4ef9e3a#146627,1690043165253552739070378807287784,199368,1627365093,12906388,1,1200000,1627365093
52,329.779343,-0.149637613002076101,329.284608844591032786728174495269,0x2172f82cab28916b9594a19c0e40f1bd4e60a2c02e3586466094538deab24058#146624,1690209667793024482172163219881725,199370,1627364210,12906325,12000000000,654337,1627364210
53,575668.356643,-261.385104791115054163,574633.5070483758789610868148785345,0xa5224b2d25748bcff0036f8500824f10d654a2fa46ab2d259b1c222da70a7267#146612,1690210332540972850320534813035908,199370,1627363686,12906279,1,1200000,1627363686
54,400000,-181.935033720063217812,399328.1136197235601159292540871765,0xe488387dc90ba49860483fa2354799d36d380e40d6a998c1e00b9b6781fe91cb#146610,1691928001619898032315285198550700,199390,1627363634,12906278,0,900000,1627363634
55,424021.273121,-192.717633013015551286,423304.4924281368085703806905705969,0x9bac9849f33ca544b759ba95f13b2beaad262d25ec57d2dc4eafe435338f2a27#146611,1691281655635957010099976461961711,199383,1627363634,12906278,248627210003,1200000,1627363634
56,11208.638066,-5.1,11191.76864176461509690431081291181,0x223964967be60909be9533899ae1c55e94e15dd6e4f295788933cab0d01a4790#146609,1692538184385972143710823594878627,199398,1627363583,12906274,16000000000,224242,1627363583
57,154163.216504,-70.15568215703211608,153921.2897633209820730698768656258,0x91c3f259fc457027944d2d1027f222b6282a109cea1fd6d7ef836be8ebec29c9#146607,1692555289019661146040263050411157,199398,1627363502,12906267,12225289237,300000,1627363502
58,143526.831886,-65.352118670049017008,143302.278958018627534618128391164,0x8aef2fd825a617febe3b288a497a1b5abda8e562c360ab0f1893a0bf7ac86c28#146604,1693039837391935259269639761023892,199404,1627363460,12906262,0,1200000,1627363460
59,163244.442245,-74.3095799206797641,162987.5948502068621097224519536371,0x059e1e90de95e3ac692b5fee64dc2b1b0f2f159a403c79a3e052c30098e2fc98#146605,1692790580636229403127396908641273,199401,1627363460,12906262,17109779336,300000,1627363460
60,183297.999116,-83.485748270832393487,183007.9428937350333694399955436928,0x90753030915895c690dd5ce17d3fe0291aca917a91a854556fd0c4b7575dbecd#146603,1693259048119483287056407497148183,199406,1627363435,12906261,30455702305,1200000,1627363435
61,317.857669,-0.14479689739609244,317.3808365573243190716581904385037,0x2d7037f9dc8bc260d34eb8ed959ad1e899d93ed70f6a278f83430bb501298f23#146602,1693539084512958745059902418832075,199409,1627363431,12906260,13000000000,291810,1627363431
62,122013.637517,-55.588233876810404443,121823.921061453139614064703825291,0x1278a732dcebb291b5ded2f8ae83a26be959461bbc1f028fb7e89795e069323c#146601,1693539570205448458350890136264156,199409,1627363431,12906260,16900000001,1200000,1627363431
63,205319.963141,-93.569318593092737805,204993.1370451630740860616032786218,0x9603de06938a6c8a3e76ad73805bbbc60c1e05325f52644ad9ee7ea7dac68155#146599,1693726029916919605890411680958277,199412,1627363262,12906247,14748764306,300000,1627363262
64,166342.274222,-75.831509520017537695,166080.3886498250155397895587216201,0x5d946986a3953ce79fcf3e358bc6313080f5cca8f0f85d35979647e01ac09780#146598,1694037954396216559536823604467976,199415,1627363253,12906246,24171865975,300000,1627363253
65,119990.865399,-54.71505075223705685,119804.4403520872593038308845623108,0x52c9ca4b79e706b7fd168ef87141ed900fcc5967c6501e0ffe3a8de196980b58#146597,1694290747774184789861457707940075,199418,1627363220,12906245,1,1200000,1627363220
66,112860.232513,-51.474281215482286465,112685.2453279955078472701823080649,0xe42dd762284332b489dd1af5ade508e75bcaa7d4f2d17320e19d82c70d1dc1e6#146596,1694473146919248755461351678482304,199420,1627363196,12906243,1,1200000,1627363196
67,-290.401585,0.133260635923764932,290.838536546335407898233760777909,0x3d8cc0464035131dd6b1d5ab9241e89be6b91d2938cc33d388e0b280e7f2ee61#146593,1694644742572682417749584974153719,199423,1627362318,12906176,14000000000,268070,1627362318
68,495.625,-0.226071855504238243,494.8814526238814217345962686072608,0xdc8b5bb0e5a989ea089456d3681155334f36a5e8484d0b634b46949b78c7ec4d#146590,1694644299664035569874864472612130,199423,1627361454,12906119,14000000000,373363,1627361454
69,563358.142672,-257.098187508834959119,562370.264618543844755780736736432,0x68d85862aac3a07fd4d73109a228c308b8ce32231027b8145b3edce1f4a612b3#146588,1694645053303600781846915483008180,199423,1627361339,12906108,1,1200000,1627361339
70,-67668.256672,31.081604850540153847,67772.1452124362515436178644903146,0x97ad66ac369379ab0746f49a0d9bc74481b4ed577e514ac3b787a6539f06832e#146582,1695507440606586595295925586814122,199433,1627360310,12906036,1,1200000,1627360310
71,-105905.38217,48.637156997829153821,106069.8145585383481444797070043859,0xc7d0f6673575ee490ae1cd4ecf8462f95700d80be30e167e7ff89552e38c52d1#146581,1695403489446755644575055715747670,199431,1627360302,12906035,20000000001,1200000,1627360302
72,-21555.971148,9.898459070319056899,21588.61351095557241452033542390633,0x474fa432c258357ac98c0abde112d062e3a03fdc8374d95f84b4ec0543634aae#146580,1695240824458730854163596168585663,199430,1627360124,12906023,19000000000,959394,1627360124
73,-111.025057,0.050981484588862028,111.1921013019056373469667378472588,0xe716f43f6cd34fce7dca465abc6bb4b9c993452fc19221794fd82dcfbff07899#146579,1695207719466056031635078759460411,199429,1627360114,12906022,17000000000,450568,1627360114
74,-391.995633,0.18,392.5854659842564461769431173938817,0x7905f4236b2764d5dda45cb2cea3894cc3716892e5c375534041b1c55950639f#146577,1695207548960559986637636292066230,199429,1627360067,12906018,18000000000,292284,1627360067
75,-2177.758591,1,2181.037213119666424945727310168635,0xd4e4fb35176e3c1e66c8d8f2a3b783131fe2d020d38fe5c47639274623faa6e6#146576,1695206946963473493719538842416333,199429,1627360063,12906017,18000000000,168522,1627360063
76,-3970.700209,1.823285232,3976.681344563382225150717784618692,0xb22819a7522986258df64420fd576d65863dc1865eac08de5d1b313181bae8b6#146574,1695202959051579561269529293089105,199429,1627360063,12906017,19000000000,190647,1627360063
77,-419.011922,0.192404676058653144,419.6424108761871761504836051286418,0x7248fe4a065e24d7c92c479d4700c992a869da2ea1661fcbc1cc93c24b7215a8#146575,1695203602535215199730108566583570,199429,1627360063,12906017,18000000000,267120,1627360063
78,-651540.621317,299,652713.734503702559846509397541951,0xe2e11b3c3136efd86ae8b08ad038705756bc05b6be13898b55e1003382e6a917#146573,1695196861204926730357086707069541,199429,1627360037,12906016,20000000000,173590,1627360037
79,-170259.976932,78.065013038516701245,170529.2967128257385911998373012104,0x8c4e86d0953ab96b440cd27a5432cc49921c875f2371cdd6f87e2bd45b77bb4c#146570,1694074730417747302292518449665706,199416,1627360021,12906015,1,1200000,1627360021
80,-19587.226379,8.983357208226354046,19616.86982803398672721903539440285,0x6c4487d29647d7337762a4b6dd380be4da8a5be27cbd56807ee2cc05256cdc89#146572,1694196877155696827517434233073150,199417,1627360021,12906015,20000000001,1200000,1627360021
81,-60050.320445,27.5391,60142.30426910772951474730347380085,0x2e2018f0b5dfd385c930eee7d1811779a74f2b7f4a5a946fff61e44ad57d3833#146571,1694166832961995286296837758851772,199417,1627360021,12906015,26150000000,400000,1627360021
82,-119416.311808,54.738594498537852081,119602.4487097204750783518835428898,0x325ef22d4805383b9f8b4eb94ca3563617bcaeb8abd3a7489fc29dff190397a6#146569,1693813647582157198305762947843455,199413,1627359987,12906014,25312950003,1200000,1627359987
83,-354423.793845,162.392700061810379474,355014.0465581350751680067100260255,0xe4cd25e31c5e7a84a6b588b24739963dc4e0a2f72fe1e2c89462e006294586b9#146567,1693630339008578333585176836358173,199411,1627359964,12906013,0,1200000,1627359964
84,-156.093843,0.071543265449166419,156.3286994502749957362875936131148,0xab352cf729d328227febd918ed7ff15bb6808e41adffa9f69345833422e64a97#146568,1693630578279896992405372441712023,199411,1627359964,12906013,22000000000,294854,1627359964
85,-44447.280789,20.357857648007897088,44515.04874651861499696659043806202,0x5237c4bd2c79832cc66e652198c037a7f3daa1856800823a6a52741c52f3c157#146566,1693087228273550954868056100652587,199404,1627359943,12906011,21822500000,571727,1627359943
86,-145137.797193,66.464985427295920813,145365.7169372182641437649150417501,0x33e1f46aec0871740e35b26ece265972f9cb52b0af0b3692480aa00c4aea1853#146565,1693019142879154630844658732099358,199403,1627359924,12906010,1,1200000,1627359924
87,-5547.28571,2.54,5555.6456372509946375156750376307,0x45a03bafc9429d2d7aa729d199f42fd9bd5abfb98f9f86b23bc91d27d159101c#146564,1692796855503704484159366424180636,199401,1627359830,12906006,22000000000,169736,1627359830
88,-255.099894,0.116804914416903112,255.4837247680813124543586496010639,0xacabc0519264f9d0ca7f717cb557f7e404e13406b8b49d93789910fd9af09153#146561,1692788233902097428084014116111355,199401,1627359788,12906003,19550000000,294100,1627359788
89,-100779.582577,46.14064916175,100935.8145860253526769968052722273,0x889a0c380a08c62bbce786491276a4ce6be6535785d04bda590b0bf9af98e4f2#146560,1692787843256440944582247187052467,199401,1627359788,12906003,20000000001,1200000,1627359788
90,-82.772913,0.0379,82.89744911315981528602906038776035,0x807a3cbabdd663e8fa4cf964ac334733944caaa66873b6944b28fa991a04d928#146562,1692788360655928417426213523565416,199401,1627359788,12906003,19550000000,265549,1627359788
91,-388332.27569,177.71435746875,388984.935712089442885592362736612,0xde89b8777d33a8a7197a60c4815036902b9284039a2f106fe8eb0aef2d546d92#146559,1692633529165528359006356067089381,199399,1627359743,12906002,0,1200000,1627359743
92,1000000,-455.14368237235586531,998050.594592686972724337242741923,0x5ddae7aeb97d20a1e94affef2d84a130c6b15b3dc538b8e2866df952e877a9dd#146558,1692039176246505312011714493591673,199392,1627359490,12905987,20000000000,251648,1627359490
93,20000,-9.111251859623984278,19969.82007563249408307679612396606,0x21b4d5bff3f3b0c35a219f07e30361b96258fb6fb0ee47ade316162c8791ef02#146557,1693565951966575613782880151187842,199410,1627359363,12905979,18000000000,755607,1627359363
94,15000,-6.833654711844680668,14977.39879071679692224663028432424,0xd2a65579dd91f12692b45013a5cffa3e5c2b9350ace22724221e28e5fab20e49#146556,1693596515585620508581295600884742,199410,1627359307,12905973,20000000000,341881,1627359307
95,172869.156807,-78.768561597786996928,172596.4106120035769358525590175427,0xff77a3baecb7cc0371807676fd1185157c5563d22cef8fe145e95993e0e6d02b#146555,1693619439023860947116491339061720,199410,1627359278,12905968,21174753436,300000,1627359278
96,2008430.432035,-916.998324421978901946,2003315.908336505180767389706494253,0xd278c2c01f7ea309449cb551428420c86bce8bf4e1d6b657da967766024eb7d5#146554,1693883667512599973783833303830556,199414,1627359273,12905967,1,1200000,1627359273
97,88009.102106,-40.271501837068650056,87872.46288744119626411439051505435,0xd2c5ef892466e721b65a3c559641b18f7a562a4aabb8e9e2d4227e673f839a20#146553,1697243784872205061052793052866116,199453,1627359201,12905966,37000000000,1695665,1627359201
98,300000,-137.338850113122191771,299496.2475933514400013916243461803,0xa7ad5fa906fe2a38c266704130bd3026120edc768aede4b90229aa94ceb58323#146552,1697422747380774155854326725058729,199455,1627359201,12905966,563499996474,750000,1627359201
99,22,-0.010075137223525916,21.9669997108275651560564369948625,0x9081ee58963f7c0959d0ae1636d32e386e4a5e25349ead70e016be7c80c905ea#146551,1698033067433889620158335516093877,199462,1627359199,12905965,15100000000,409050,1627359199
100,641.974265,-0.293999270860104169,641.011057266704077607616718255406,0x7ab465e78895a49617dcf6c2767dfdadfaf5eb0906671392ea3172cb7a3ddcc6#146550,1698033112206787313295570066609098,199462,1627359199,12905965,15100000000,189067,1627359199
101,132545.742071,-60.71049123916806752,132336.4269834327228860584093098872,0x4b303a37b5f5b3c3712b1b4f433c14fce1a32aa73dbeaeb54b85aaec62f98243#146549,1698034418710012434607166026359565,199462,1627359158,12905963,1,1200000,1627359158
102,97408.427552,-44.628697209304296895,97256.6450295807354640596709252337,0x8cbaee07c8cf3aec66024b22c67e14da236383215cc97adf9178f9bb31fcaa5b#146548,1698304210034224306188631772590566,199466,1627358995,12905952,1,1200000,1627358995
103,103153.455336,-47.272207222268353086,102992.3660013758368008441243931378,0x290647eb1362056f211ba270e5990aaa08e66e2f05db8d47a5cc5d2309d346cc#146547,1698502535481312450313747918927637,199468,1627358917,12905947,1,1200000,1627358917
104,-4296.975637,1.981281306275845686,4303.451631302000406821187924882328,0xd3fad2ea64bf23b8fbf719f53c5c970699808564b579d8d3e5f3455347d8b6e3#146545,1698712608421336457687733258358263,199470,1627358631,12905926,15100000000,283262,1627358631
105,-70293.004659,32.408288447907257823,70401.7392805341595411480082883617,0xa74ff703b0837e5761bd5fcdd4c62c71aa1d9b949bc21e650b27752b8d1e0b8c#146542,1698703177326257457242247968486927,199470,1627358596,12905923,1,1200000,1627358596
106,-319.832089,0.14746972656786272,320.3133427113132159858776471951634,0x21d5491064fe30b522b9fb7620490b4294a385e871a290aedb5a11de4c7d844a#146543,1698703830220092208937858604447169,199470,1627358596,12905923,18000000000,252791,1627358596
107,-4555.272566,2.1,4562.138539860999544133679857660568,0xe3d2668bfa535ee3d5da7ef0fbbac4f21dd127d97e762e2a8e1662487193b71e#146541,1698559695865926979142636507139711,199469,1627358560,12905922,19800000000,169743,1627358560
108,-2169.194939,1,2172.461358125957347014578334127132,0xa17bbd0b9654ac49159697682319fe3067e9382f03ef19cfb5725c6a9163a91e#146540,1698550398520058858761937371737655,199469,1627358560,12905922,26000000000,190574,1627358560
109,-144141.33888,66.437552219122198881,144370.7217731975294075065766150352,0xa077d713ae6bb9ae0b9b584bd182dff4e98782ad0fe3ce1545b9835e3de4b46c#146539,1698545971212502610961604450117629,199468,1627358560,12905922,0,1200000,1627358560
110,-5012.080505,2.30975162124285166,5019.63638371051717645730247472555,0x3b0fb32ccbbe8ca778f1c2b223c3684a226cddfd3f5e37112803c1f171466916#146538,1698251831735544283435254453381214,199465,1627358511,12905917,16000000000,209651,1627358511
111,-77805.212388,35.851945400115948642,77925.91873059469183087660219010705,0x6c37fc56704e0524fd39abf81f38897f35f706596178d210ab333c4ac7dd0e33#146537,1698241605754738499350768526820598,199465,1627358490,12905915,24000000001,1200000,1627358490
112,-123202.930101,56.757101096230160818,123397.435103378007707445447317125,0x558169691b22447024610183c296f962ed25ef5a7bed84eaa34ed1628e9c9c57#146536,1698082878165962382444063984412431,199463,1627358471,12905914,0,1200000,1627358471
113,118402.470434,-54.218507872107221911,118216.4977191791473889871984323088,0x1e01656277484dd81da0af49499e9a17e4a93fb5ac30b8bc3654bd26ede88a40#146533,1697831597023408322341414470576465,199460,1627357728,12905851,1,1200000,1627357728
114,278622.430301,-127.646646032084655375,278158.1470295942597095315927776124,0x495cb707be395bab323cf56920dca3c1ef678ad7dbbc387acf6600da2e726cbb#146532,1698072368088542367500856317366492,199463,1627357680,12905849,23625210001,1200000,1627357680
115,569.96875,-0.261209894734629222,569.113602473468031717377186720808,0xac1a536fd94f7188207bed1fea3f088a37fa09a8ea3bb357919428ebb65df958#146531,1698639215464689810498584584470975,199470,1627357558,12905838,18000000000,345013,1627357558
116,120416.866364,-55.211094395831874721,120227.5793724297728346697031582668,0xdce060a42e1f2320c7f3f2a35111d3f49606b5ec31bc1d31cde8720366b02b24#146529,1698909271415049548123700690222147,199473,1627357547,12905836,23625210001,1200000,1627357547
117,132105.214093,-60.551872700290367746,131896.6331152704162809419679803585,0x2a60f238bf58697b1e4c72792f8a79a1f95ba9ced26bfa6fd830db4edb445b66#146530,1698640375433620109357809517867568,199470,1627357547,12905836,16244317192,300000,1627357547
118,281400,-129.04453254244663339,280973.439350145712096768508914944,0xcbc5f7d3da4258452d7d174abf4a0c2700d31b4cf5f816e50e329e99ca943771#146524,1699154450312931750311330514175150,199476,1627357216,12905813,33000000000,1099941,1627357216
119,-1801.93087,0.83133524992474624,1804.643854400347736713578530426552,0x828c2b06dcaafcc0eff3999426bf6e803af5b9a94a5f24ca2bbccb3469cf8ee2#146521,1699208482873096549006077826775741,199476,1627357168,12905809,17730000000,212251,1627357168
